id,text,term,label
151,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",price,positive
151,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,negative
1514,And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,positive
1514,And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,neutral
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,neutral
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",food,positive
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,positive
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",steak with portobello mushrooms,positive
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bar,neutral
1519,"The staff is excellent, specjal: that girl behind the bar, european chic.",staff,positive
1519,"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,neutral
152,Quick and friendly service.,service,positive
1528,I'm happy to have Nosh in the neighborhood and the food is very comforting.,food,positive
153,This is one of the best comfort food places in the city.,comfort food,positive
1530,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,employees,negative
1530,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,dining area,neutral
1532,Made my dining experience uncomfortable.,dining experience,negative
1533,"However, they've got the most amazing pastrami and the soups hit the spot.",pastrami,positive
1533,"However, they've got the most amazing pastrami and the soups hit the spot.",soups,positive
1534,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",pastrami on challah sandwich,positive
1534,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",soups,positive
1534,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",knishes,positive
1535,"They might be all business at the counter when you give your order, but their food says I love you.",food,positive
1535,"They might be all business at the counter when you give your order, but their food says I love you.",counter,negative
1536,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,soup,positive
1536,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,nosh (pastrami sandwich),positive
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,tuna melt,negative
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,cheese,neutral
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,tuna sandwich,negative
1539,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,hot dogs,neutral
1539,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,menu,neutral
1540,They showed up 15 minutes after the tuna melt.,tuna,positive
1541,The hot dogs were cold in the middle and the buns were stale.,hot dogs,negative
1541,The hot dogs were cold in the middle and the buns were stale.,buns,negative
1542,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,food,negative
1542,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,employees,negative
1542,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,containers for condiments,negative
1542,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,containers,neutral
1542,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,manager,negative
1544,This is a cute place and could be good but they need to get their act together.,place,positive
1547,It appears to be the owner's first venture and it shows.,owner,negative
1548,"The food is terrible and overall, I would have to say avoid at all costs.",food,negative
1549,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive
1549,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive
1551,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",staff,positive
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,negative
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counters,negative
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,negative
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,neutral
1555,"Behind this counter, two men are squeezed in.",counter,negative
1558,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",rice,positive
1558,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",entrees,positive
1563,Authentic Pakistani food.,Pakistani food,positive
1564,People are always friendly.,People,positive
1565,Don't waste money on decor.,decor,neutral
1566,"Just straight up cheap, good food.",food,positive
1570,"The food however, is what one might expect.",food,neutral
1575,Our family never expected such incredible entertainment in a restaurant.,entertainment,positive
1576,This place must have cost the owners afortune to build.,owners,neutral
1576,This place must have cost the owners afortune to build.,cost,negative
1577,I think the stuff was better than Disney.,stuff,positive
1578,Our food was great too!,food,positive
1579,And really large portions.,portions,positive
158,We were fast to order the appetizer platter since we were very hungry.,appetizer platter,neutral
1580,The staff was the friendliest that have seen in New York.,staff,positive
1583,I LOVED THE SHOWS.,SHOWS,positive
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,SHOWS,positive
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ACTORS,positive
1586,THE FOOD PORTIONS ARE REALLY LARGE.,FOOD PORTIONS,positive
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,positive
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,plates,positive
1591,I loved everythig about it-especially the shows and actors.,shows,positive
1591,I loved everythig about it-especially the shows and actors.,actors,positive
1592,Our server was very helpful and friendly.,server,positive
1594,The food was good too.,food,positive
1595,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,positive
1596,"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",pizza,positive
1597,"Quality ingredients preparation all around, and a very fair price for NYC.",ingredients,positive
1597,"Quality ingredients preparation all around, and a very fair price for NYC.",price,positive
1599,The pizza here is delicious.,pizza,positive
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",manager,positive
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",reservation,neutral
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",bar,neutral
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",wait,positive
160,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),positive
160,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,waiter,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh tomato sauce,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh mozz cheese,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",basil,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",pizza,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,positive
1601,They have some great entrees here as well.,entrees,positive
1602,"Service is great, takeout is good too.",Service,positive
1602,"Service is great, takeout is good too.",takeout,positive
1604,I've been to Naples 45 for dinner twice.,dinner,neutral
1605,I've had pizza both times and the caprese salad appetizer.,pizza,neutral
1605,I've had pizza both times and the caprese salad appetizer.,caprese salad appetizer,neutral
1606,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,positive
1607,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,negative
1607,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,neutral
1607,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",table,positive
1608,Great pizza for lunch place.,pizza,positive
1609,Service was quick.,Service,positive
1610,The pizza was great.,pizza,positive
1612,Have the iced tea.,iced tea,positive
1614,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",dinner,neutral
1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",menu,neutral
1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",main dishes,neutral
1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",waiter,positive
1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",specials,neutral
1617,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",dishes,positive
1617,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,neutral
1618,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",desserts,positive
1618,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",cannoli,positive
1618,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",after dinner drink,positive
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral
1621,Go to Volare for 1st class service and terrific food.,service,positive
1621,Go to Volare for 1st class service and terrific food.,food,positive
1622,The portions are large and the servers always surprise us with a different starter.,portions,positive
1622,The portions are large and the servers always surprise us with a different starter.,servers,positive
1622,The portions are large and the servers always surprise us with a different starter.,starter,positive
1623,The wine list is excellent.,wine list,positive
1624,The only thing more wonderful than the food (which is exceptional) is the service.,food,positive
1624,The only thing more wonderful than the food (which is exceptional) is the service.,service,positive
1625,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,positive
1627,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,positive
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,negative
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,negative
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,positive
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,positive
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",filling pasta mains,positive
1631,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,positive
1631,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,positive
1631,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,priced,positive
1632,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,positive
1634,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",food,positive
1634,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",kitchen,positive
1634,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",menu,neutral
1638,The prices are exceptionally reasonable for food of this caliber.,prices,positive
1638,The prices are exceptionally reasonable for food of this caliber.,food,positive
1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",wine list,negative
1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",desserts,negative
164,The entire place and the treatment we received felt as a conveyor belt.,place,negative
1641,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",Spicy Tuna hand rolls,positive
1642,I've rarely had a problem with slow staff in the 10 years I've been going.,staff,positive
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,negative
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,neutral
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,negative
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative
1644,The all you can eat deal is truly amazing here.,all you can eat deal,positive
1645,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi,positive
1645,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi places,positive
1645,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,quality,positive
1646,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,Spicy Fried Clam Rolls,positive
1646,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,Spider Rolls,positive
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,sushi,positive
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,menu,positive
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,Japanese classic cuisine,positive
165,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food,neutral
165,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",appetizers,neutral
1650,This big draw is the all you can sushi here for $19.95!,sushi,positive
1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",service,positive
1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",prices,positive
1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",atmosphere,positive
1655,"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",sushi place,negative
1656,The spicy tuna and salmon are the best we've ever had.,spicy tuna,positive
1656,The spicy tuna and salmon are the best we've ever had.,salmon,positive
1659,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral
166,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative
1660,Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral
1662,$20 for all you can eat sushi cannot be beaten.,sushi,neutral
1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh,neutral
1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,table,negative
1664,Service was slow had to wait to order and get food although not crowded.,Service,negative
1664,Service was slow had to wait to order and get food although not crowded.,food,neutral
1665,Drinks way over priced.,Drinks,negative
1665,Drinks way over priced.,priced,negative
1666,Food was good not great not worth the wait or another visit,wait,negative
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,neutral
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,food,neutral
1668,Should you happen to be impressed by the cuisine definitely try it.,cuisine,positive
1670,"Yes, there might be a wait if you have no reservations.",wait,negative
1670,"Yes, there might be a wait if you have no reservations.",reservations,neutral
1671,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,reservation,positive
1671,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,drink,neutral
1671,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,bar,neutral
1672,The food is awesome - definitely try the striped bass.,food,positive
1672,The food is awesome - definitely try the striped bass.,striped bass,positive
1673,Decent wine selection too.,wine selection,positive
1675,"For the quality of food, a little too expensive.",quality of food,negative
1677,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",wait staff,positive
1680,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",bar,neutral
1681,"Most of the servers are very attentive, friendly and quite attractive.",servers,positive
1683,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,positive
1683,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive
1683,"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive
1686,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",price,negative
1686,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",dish,negative
1686,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",lunch specia,negative
1687,The dish had like 6 pieces of beef in it.,dish,neutral
1687,The dish had like 6 pieces of beef in it.,beef,neutral
1688,All my co-workers were amazed at how small the dish was.,dish,negative
1689,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",food,negative
1689,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",quality of food,negative
1690,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,negative
1691,Good food.,food,positive
1693,Owner must have coem on this website to give himself credit.,Owner,neutral
1699,The fried dumplings are GREAT!,fried dumplings,positive
1701,Winnie and her staff are the best crew you can find serving you.,crew,positive
1701,Winnie and her staff are the best crew you can find serving you.,staff,positive
1701,Winnie and her staff are the best crew you can find serving you.,serving,positive
1702,The food is reliable and the price is moderate.,food,positive
1702,The food is reliable and the price is moderate.,price,neutral
1704,One should not go to Lucky Strike for the food.,food,negative
1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",burger,positive
1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",pastas,positive
1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",food,neutral
1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",staples,positive
1707,"It is the type of place to run into old friends and have a late, raucus dinner.",dinner,positive
1708,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner,neutral
1709,"Unfortunately, the food was NOT something to get worked up about.",food,negative
1710,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",waiter,positive
1710,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,positive
1710,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",prices,negative
1710,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,negative
1711,Diner food at bistro prices is a bummer....,food,negative
1711,Diner food at bistro prices is a bummer....,prices,negative
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",atmosphere,positive
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",people,positive
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,positive
1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce,positive
1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dish,positive
1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dishes,neutral
1715,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,positive
1716,Lucky Strike is a great casual place to just grab a bite to eat.,place,positive
1718,"Great food, great decor, great service.",food,positive
1718,"Great food, great decor, great service.",decor,positive
1718,"Great food, great decor, great service.",service,positive
1722,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,positive
1723,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,positive
1723,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive
1723,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,positive
1724,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",atmosphere,positive
1727,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",music,positive
1727,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,positive
1729,Pizza here is consistently good.,Pizza,positive
173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,negative
1730,Salads are a delicious way to begin the meal.,Salads,positive
1730,Salads are a delicious way to begin the meal.,meal,positive
1731,You should pass on the calamari.,calamari,negative
1733,Decor is charming.,Decor,positive
1734,Service is average.,Service,neutral
1735,I can't believe people complain about no cheese sticks?,cheese sticks,neutral
1738,Great staff.,staff,positive
1739,Always great service!,service,positive
1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,positive
1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,positive
1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,negative
1747,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,negative
1747,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,positive
1748,Great pizza and fantastic service.,pizza,positive
1748,Great pizza and fantastic service.,service,positive
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,positive
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,positive
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,positive
1750,Located at the end of a magnificent block.,Located,positive
1755,The pizza was pretty good and huge.,pizza,positive
1756,The price very reasonable.,price,positive
1766,Food is excellent.,Food,positive
1767,Fish is so very fresh.,Fish,positive
1768,Waitstaff are very friendly.,Waitstaff,positive
1770,honestly the worst sushi my husband and i had in our entire lives.,sushi,negative
1771,"believe us, we've been eating sushi for over 15 yrs.",sushi,neutral
1778,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,neutral
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,positive
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,positive
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,positive
178,The waitress was very patient with us and the food is phenomenal!,waitress,positive
178,The waitress was very patient with us and the food is phenomenal!,food,positive
1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,negative
1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food art,positive
1782,Taxan delicious!,Taxan,positive
1784,"This is some really good, inexpensive sushi.",sushi,positive
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",rice,neutral
1786,The spicy Tuna roll is huge and probably the best that I've had at this price range.,Tuna roll,positive
1786,The spicy Tuna roll is huge and probably the best that I've had at this price range.,price range,positive
1787,The Yellowtail was particularly good as well.,Yellowtail,positive
1788,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",choices,negative
1788,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",reservations,neutral
1788,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",food,neutral
1788,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",menu,neutral
179,"Service was prompt, friendly and great.",Service,positive
1792,The staff ignored my friends and I the entire time we were there.,staff,negative
1793,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",drinks,neutral
1793,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",check,neutral
1794,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative
1795,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,servers,negative
1797,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",place,positive
1797,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",service,negative
1798,The last time I went we were seated at a table in a corridor next to the kitchen.,table,negative
1799,Every waitress and customer who passed by me bumped into my chair.,waitress,neutral
1800,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",room,neutral
1800,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",area,negative
1808,"however, it's the service that leaves a bad taste in my mouth.",service,negative
181,"The food here is rather good, but only if you like to wait for it.",food,positive
1817,Food-awesome.,Food,positive
1818,Service- friendly and attentive.,Service,positive
1819,Ambiance- relaxed and stylish.,Ambiance,positive
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,positive
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chai,positive
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole,positive
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,negative
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative
1822,All of the pizzas are terrific and the price is even better!,pizzas,positive
1822,All of the pizzas are terrific and the price is even better!,price,positive
1827,He takes real pride in his food and his business.,food,positive
1828,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",mozzarella,positive
1828,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",pie,positive
1830,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,positive
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",workers,negative
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",order,negative
1836,"Other than the crappy service from two individuals, it's great.",service,negative
1837,"Good, fast service.",service,positive
1839,Food is great and inexpensive.,Food,positive
184,"The kitchen however, is almost always slow.",kitchen,negative
1840,The location is perfect.,location,positive
1843,The establishment scores big points in presentation and style.,establishment,positive
1844,"Everything looks great, the drinks, the decor, the food, even the people.",drinks,positive
1844,"Everything looks great, the drinks, the decor, the food, even the people.",decor,positive
